start_station_code,end_station_code,start_date
1,5,2016-07-03
2,7,2016-07-03
3,5,2016-07-03
8,2,2016-07-03
3,8,2016-07-03
8,3,2016-07-03
4,3,2016-07-03
6,5,2016-07-03
8,6,2016-07-03
4,8,2016-07-03
2,6,2016-07-03
7,4,2016-07-03
8,7,2016-07-03
2,8,2016-07-03
6,2,2016-07-03
3,1,2016-07-03
7,8,2016-07-03
6,8,2016-07-03
7,4,2016-07-03
7,4,2016-07-03
8,5,2016-07-03
1,7,2016-07-03
2,7,2016-07-03
5,1,2016-07-03
1,3,2016-07-03
2,3,2016-07-03
7,6,2016-07-03
6,3,2016-07-03
6,1,2016-07-03
2,5,2016-07-03
6,2,2016-07-03
1,4,2016-07-03
5,2,2016-07-03
8,1,2016-07-03
6,2,2016-07-03
1,7,2016-07-03
4,3,2016-07-03
4,5,2016-07-03
5,3,2016-07-03
8,4,2016-07-03
2,8,2016-07-03
1,6,2016-07-03
4,3,2016-07-03
2,4,2016-07-03
5,8,2016-07-03
8,2,2016-07-03
5,6,2016-07-03
2,5,2016-07-03
3,6,2016-07-03
4,2,2016-07-03
1,3,2016-07-03
8,3,2016-07-03
5,2,2016-07-03
7,1,2016-07-03
8,6,2016-07-03
3,5,2016-07-03
7,5,2016-07-03
3,6,2016-07-03
2,1,2016-07-03
7,3,2016-07-03
2,6,2016-07-03
5,1,2016-07-03
6,3,2016-07-03
6,8,2016-07-03
5,3,2016-07-03
6,8,2016-07-03
7,5,2016-07-04
4,2,2016-07-04
1,2,2016-07-04
4,7,2016-07-04
3,1,2016-07-04
8,5,2016-07-04
4,8,2016-07-04
6,7,2016-07-04
8,6,2016-07-04
8,7,2016-07-04
7,1,2016-07-04
4,1,2016-07-04
5,6,2016-07-04
8,7,2016-07-04
8,3,2016-07-04
4,8,2016-07-04
5,2,2016-07-04
6,7,2016-07-04
1,3,2016-07-04
7,2,2016-07-04
5,3,2016-07-04
2,4,2016-07-04
2,8,2016-07-04
4,8,2016-07-04
1,7,2016-07-04
1,3,2016-07-04
2,7,2016-07-04
8,5,2016-07-04
1,3,2016-07-04
5,4,2016-07-04
3,7,2016-07-04
7,3,2016-07-04
6,8,2016-07-04
4,1,2016-07-04
8,5,2016-07-04
8,5,2016-07-04
2,6,2016-07-04
8,1,2016-07-04
4,1,2016-07-04
6,1,2016-07-04
5,6,2016-07-04
2,1,2016-07-04
2,6,2016-07-04
1,7,2016-07-04
5,3,2016-07-04
5,7,2016-07-04
6,7,2016-07-04
5,7,2016-07-04
4,7,2016-07-04
8,6,2016-07-04
4,2,2016-07-04
3,8,2016-07-04
4,5,2016-07-04
5,1,2016-07-04
2,1,2016-07-04
4,1,2016-07-04
4,7,2016-07-05
1,5,2016-07-05
5,7,2016-07-05
2,8,2016-07-05
5,6,2016-07-05
6,4,2016-07-05
3,4,2016-07-05
3,8,2016-07-05
3,2,2016-07-05
3,2,2016-07-05
2,7,2016-07-05
7,4,2016-07-05
6,7,2016-07-05
2,1,2016-07-05
6,3,2016-07-05
5,3,2016-07-05
4,8,2016-07-05
3,6,2016-07-05
7,8,2016-07-05
2,5,2016-07-05
3,8,2016-07-05
8,6,2016-07-05
2,8,2016-07-05
5,7,2016-07-05
4,7,2016-07-05
3,1,2016-07-05
3,2,2016-07-05
6,4,2016-07-05
2,8,2016-07-05
4,2,2016-07-05
1,7,2016-07-05
8,6,2016-07-05
8,2,2016-07-05
2,6,2016-07-05
4,7,2016-07-05
4,3,2016-07-05
3,6,2016-07-05
6,4,2016-07-05
4,7,2016-07-05
4,2,2016-07-05
1,2,2016-07-05
8,7,2016-07-05
7,3,2016-07-05
6,2,2016-07-05
4,8,2016-07-05
2,5,2016-07-05
2,3,2016-07-05
3,1,2016-07-05
5,6,2016-07-05
1,4,2016-07-05
4,7,2016-07-05
1,5,2016-07-05
5,4,2016-07-05
7,3,2016-07-05
6,4,2016-07-05
6,3,2016-07-05
5,7,2016-07-06
6,5,2016-07-06
4,2,2016-07-06
6,7,2016-07-06
4,2,2016-07-06
5,6,2016-07-06
4,7,2016-07-06
6,4,2016-07-06
4,2,2016-07-06
7,6,2016-07-06
3,5,2016-07-06
2,8,2016-07-06
8,5,2016-07-06
8,4,2016-07-06
4,8,2016-07-06
6,8,2016-07-06
7,4,2016-07-06
5,2,2016-07-06
6,4,2016-07-06
3,8,2016-07-06
3,5,2016-07-06
8,5,2016-07-06
1,7,2016-07-06
6,3,2016-07-06
5,3,2016-07-06
5,1,2016-07-06
8,3,2016-07-06
5,6,2016-07-06
7,8,2016-07-06
8,5,2016-07-06
6,8,2016-07-06
2,5,2016-07-06
8,1,2016-07-06
4,2,2016-07-06
4,7,2016-07-06
5,4,2016-07-06
4,8,2016-07-06
4,5,2016-07-06
8,1,2016-07-06
2,3,2016-07-06
3,2,2016-07-06
1,2,2016-07-06
8,6,2016-07-06
8,5,2016-07-06
4,6,2016-07-06
4,7,2016-07-06
1,3,2016-07-06
2,5,2016-07-06
6,7,2016-07-06
3,8,2016-07-06
4,3,2016-07-06
5,1,2016-07-06
6,4,2016-07-06
3,5,2016-07-06
2,1,2016-07-06
6,5,2016-07-06
7,2,2016-07-06
6,5,2016-07-06
7,6,2016-07-06
2,3,2016-07-06
1,2,2016-07-06
8,5,2016-07-06
7,2,2016-07-06
7,1,2016-07-06
8,2,2016-07-06
4,6,2016-07-06
7,3,2016-07-06
2,4,2016-07-06
6,8,2016-07-07
5,6,2016-07-07
8,5,2016-07-07
1,2,2016-07-07
1,2,2016-07-07
4,8,2016-07-07
4,1,2016-07-07
1,7,2016-07-07
7,5,2016-07-07
4,5,2016-07-07
3,6,2016-07-07
4,7,2016-07-07
8,3,2016-07-07
8,3,2016-07-07
3,8,2016-07-07
2,4,2016-07-07
4,2,2016-07-07
4,2,2016-07-07
3,6,2016-07-07
8,1,2016-07-07
4,1,2016-07-07
7,1,2016-07-07
2,3,2016-07-07
7,5,2016-07-07
6,3,2016-07-07
4,3,2016-07-07
3,4,2016-07-07
6,1,2016-07-07
1,7,2016-07-07
7,4,2016-07-07
8,4,2016-07-07
6,7,2016-07-07
6,7,2016-07-07
8,4,2016-07-07
3,1,2016-07-07
1,3,2016-07-07
8,1,2016-07-07
8,2,2016-07-07
7,4,2016-07-07
5,4,2016-07-07
3,2,2016-07-07
1,4,2016-07-07
6,5,2016-07-07
8,2,2016-07-07
2,4,2016-07-07
2,3,2016-07-07
4,6,2016-07-07
1,2,2016-07-07
4,7,2016-07-07
3,2,2016-07-07
2,3,2016-07-07
5,2,2016-07-08
4,5,2016-07-08
8,7,2016-07-08
6,8,2016-07-08
2,1,2016-07-08
5,6,2016-07-08
5,1,2016-07-08
4,7,2016-07-08
3,5,2016-07-08
3,5,2016-07-08
8,1,2016-07-08
8,4,2016-07-08
6,3,2016-07-08
2,4,2016-07-08
2,5,2016-07-08
3,6,2016-07-08
5,6,2016-07-08
8,5,2016-07-08
5,6,2016-07-08
5,6,2016-07-08
8,3,2016-07-08
7,6,2016-07-08
7,5,2016-07-08
8,2,2016-07-08
4,2,2016-07-08
1,6,2016-07-08
4,6,2016-07-08
7,1,2016-07-08
4,1,2016-07-08
3,7,2016-07-08
3,4,2016-07-08
6,5,2016-07-08
1,3,2016-07-08
8,4,2016-07-08
5,8,2016-07-08
4,5,2016-07-08
8,2,2016-07-08
1,8,2016-07-08
4,7,2016-07-08
6,7,2016-07-08
5,4,2016-07-08
2,7,2016-07-08
8,5,2016-07-08
1,6,2016-07-08
7,2,2016-07-08
1,4,2016-07-08
3,7,2016-07-08
1,7,2016-07-08
8,3,2016-07-08
4,7,2016-07-08
5,7,2016-07-08
2,8,2016-07-08
7,6,2016-07-08
4,2,2016-07-08
3,2,2016-07-08
4,3,2016-07-08
2,6,2016-07-09
7,8,2016-07-09
4,3,2016-07-09
2,1,2016-07-09
7,3,2016-07-09
3,4,2016-07-09
6,4,2016-07-09
7,6,2016-07-09
8,4,2016-07-09
6,2,2016-07-09
5,3,2016-07-09
1,4,2016-07-09
3,6,2016-07-09
7,5,2016-07-09
5,4,2016-07-09
6,7,2016-07-09
2,7,2016-07-09
6,2,2016-07-09
5,6,2016-07-09
6,8,2016-07-09
1,8,2016-07-09
3,4,2016-07-09
7,4,2016-07-09
4,5,2016-07-09
7,6,2016-07-09
6,1,2016-07-09
7,5,2016-07-09
2,7,2016-07-09
4,5,2016-07-09
7,3,2016-07-09
2,7,2016-07-09
2,6,2016-07-09
2,6,2016-07-09
8,1,2016-07-09
3,1,2016-07-09
1,4,2016-07-09
1,6,2016-07-09
6,5,2016-07-09
8,3,2016-07-09
6,2,2016-07-09
7,4,2016-07-09
2,3,2016-07-09
3,8,2016-07-09
3,7,2016-07-09
4,2,2016-07-09
7,4,2016-07-09
4,7,2016-07-09
3,6,2016-07-09
1,8,2016-07-09
8,3,2016-07-09
5,8,2016-07-09
5,1,2016-07-09
3,8,2016-07-09
2,3,2016-07-09
8,6,2016-07-09
2,3,2016-07-09
7,2,2016-07-09
1,5,2016-07-09
8,5,2016-07-09
4,7,2016-07-09
3,8,2016-07-09
3,1,2016-07-09
6,2,2016-07-09
3,8,2016-07-09
6,1,2016-07-09
2,5,2016-07-09
2,6,2016-07-09
3,8,2016-07-09
3,7,2016-07-09
2,8,2016-07-09
7,4,2016-07-09
2,8,2016-07-09
5,8,2016-07-09
2,3,2016-07-09
4,2,2016-07-09
8,7,2016-07-09
6,5,2016-07-09
2,8,2016-07-09
8,1,2016-07-09
6,5,2016-07-09
1,7,2016-07-09
4,1,2016-07-09
5,1,2016-07-09
1,4,2016-07-09
7,2,2016-07-09
3,5,2016-07-09
5,1,2016-07-09
1,4,2016-07-09
2,6,2016-07-09
2,3,2016-07-09
6,4,2016-07-09
3,2,2016-07-09
8,6,2016-07-09
3,5,2016-07-09
2,3,2016-07-09
4,2,2016-07-09
1,7,2016-07-09
8,6,2016-07-09
3,2,2016-07-09
1,8,2016-07-10
2,4,2016-07-10
5,4,2016-07-10
8,2,2016-07-10
7,1,2016-07-10
3,5,2016-07-10
7,2,2016-07-10
3,1,2016-07-10
7,5,2016-07-10
7,4,2016-07-10
2,7,2016-07-10
5,7,2016-07-10
4,2,2016-07-10
6,5,2016-07-10
4,2,2016-07-10
8,3,2016-07-10
7,6,2016-07-10
2,5,2016-07-10
4,2,2016-07-10
7,8,2016-07-10
6,8,2016-07-10
2,5,2016-07-10
6,3,2016-07-10
3,5,2016-07-10
8,2,2016-07-10
4,6,2016-07-10
4,2,2016-07-10
5,6,2016-07-10
4,6,2016-07-10
4,6,2016-07-10
7,8,2016-07-10
1,3,2016-07-10
6,8,2016-07-10
7,1,2016-07-10
2,1,2016-07-10
1,3,2016-07-10
8,5,2016-07-10
1,3,2016-07-10
8,6,2016-07-10
8,1,2016-07-10
6,1,2016-07-10
5,1,2016-07-10
5,3,2016-07-10
1,6,2016-07-10
2,3,2016-07-10
3,6,2016-07-10
4,1,2016-07-10
7,4,2016-07-10
4,8,2016-07-10
7,8,2016-07-10
4,8,2016-07-10
8,5,2016-07-10
2,3,2016-07-10
5,1,2016-07-10
7,3,2016-07-10
8,7,2016-07-10
1,7,2016-07-10
1,3,2016-07-10
2,6,2016-07-10
6,1,2016-07-10
3,2,2016-07-10
7,4,2016-07-10
3,8,2016-07-10
5,8,2016-07-10
1,4,2016-07-10
2,4,2016-07-10
2,8,2016-07-10
2,1,2016-07-10
8,7,2016-07-10
4,2,2016-07-10
8,3,2016-07-10
6,5,2016-07-10
6,3,2016-07-10
4,6,2016-07-10
7,2,2016-07-10
7,5,2016-07-10
1,6,2016-07-10
2,5,2016-07-10
2,4,2016-07-10
6,8,2016-07-10
7,2,2016-07-10
4,7,2016-07-10
7,5,2016-07-10
7,4,2016-07-10
5,7,2016-07-10
6,3,2016-07-10
2,1,2016-07-10
2,8,2016-07-10
4,3,2016-07-10
1,8,2016-07-10
1,2,2016-07-10
5,1,2016-07-10
6,5,2016-07-10
7,8,2016-07-10
5,6,2016-07-10
6,4,2016-07-10
2,1,2016-07-11
1,3,2016-07-11
8,4,2016-07-11
8,6,2016-07-11
5,4,2016-07-11
5,7,2016-07-11
5,4,2016-07-11
8,5,2016-07-11
8,6,2016-07-11
2,1,2016-07-11
3,5,2016-07-11
8,2,2016-07-11
2,7,2016-07-11
6,8,2016-07-11
5,2,2016-07-11
7,5,2016-07-11
5,2,2016-07-11
7,8,2016-07-11
2,8,2016-07-11
8,1,2016-07-11
5,7,2016-07-11
8,7,2016-07-11
6,7,2016-07-11
8,4,2016-07-11
3,6,2016-07-11
4,8,2016-07-11
3,6,2016-07-11
3,7,2016-07-11
7,2,2016-07-11
4,2,2016-07-11
4,5,2016-07-11
1,3,2016-07-11
7,8,2016-07-11
4,3,2016-07-11
7,3,2016-07-11
6,5,2016-07-11
8,1,2016-07-11
8,6,2016-07-11
6,2,2016-07-11
6,8,2016-07-11
2,8,2016-07-11
3,5,2016-07-11
5,7,2016-07-11
3,7,2016-07-11
7,3,2016-07-11
5,4,2016-07-11
5,7,2016-07-11
5,6,2016-07-11
7,1,2016-07-11
4,7,2016-07-11
6,8,2016-07-11
3,7,2016-07-11
7,6,2016-07-11
8,5,2016-07-11
1,4,2016-07-11
8,7,2016-07-11
1,5,2016-07-11
7,2,2016-07-11
4,2,2016-07-11
8,4,2016-07-11
4,7,2016-07-11
2,5,2016-07-11
3,4,2016-07-11
4,6,2016-07-11
7,5,2016-07-11
5,2,2016-07-11
1,4,2016-07-11
6,8,2016-07-11
5,4,2016-07-11
1,2,2016-07-11
1,7,2016-07-11
4,3,2016-07-11
4,7,2016-07-11
7,6,2016-07-11
1,2,2016-07-12
6,7,2016-07-12
7,5,2016-07-12
1,3,2016-07-12
1,6,2016-07-12
4,5,2016-07-12
1,2,2016-07-12
8,4,2016-07-12
8,7,2016-07-12
8,3,2016-07-12
7,8,2016-07-12
3,1,2016-07-12
1,7,2016-07-12
2,4,2016-07-12
5,6,2016-07-12
3,2,2016-07-12
3,1,2016-07-12
4,3,2016-07-12
2,1,2016-07-12
6,2,2016-07-12
7,5,2016-07-12
3,2,2016-07-12
6,1,2016-07-12
4,3,2016-07-12
7,2,2016-07-12
5,6,2016-07-12
2,4,2016-07-12
6,8,2016-07-12
1,7,2016-07-12
2,1,2016-07-12
3,2,2016-07-12
6,3,2016-07-12
1,4,2016-07-12
2,4,2016-07-12
8,2,2016-07-12
1,8,2016-07-12
7,5,2016-07-12
1,4,2016-07-12
8,1,2016-07-12
1,3,2016-07-12
7,2,2016-07-12
3,7,2016-07-12
8,7,2016-07-12
7,1,2016-07-12
3,4,2016-07-12
6,5,2016-07-12
6,8,2016-07-12
7,8,2016-07-12
6,7,2016-07-12
7,1,2016-07-12
2,5,2016-07-12
6,1,2016-07-12
3,8,2016-07-12
8,2,2016-07-12
7,1,2016-07-12
2,8,2016-07-12
2,7,2016-07-12
5,1,2016-07-12
2,6,2016-07-12
7,8,2016-07-12
4,5,2016-07-12
2,4,2016-07-12
1,7,2016-07-13
5,6,2016-07-13
2,1,2016-07-13
4,3,2016-07-13
8,3,2016-07-13
4,8,2016-07-13
6,7,2016-07-13
3,6,2016-07-13
8,7,2016-07-13
5,1,2016-07-13
3,2,2016-07-13
5,3,2016-07-13
1,3,2016-07-13
1,8,2016-07-13
1,7,2016-07-13
8,6,2016-07-13
5,4,2016-07-13
4,1,2016-07-13
1,7,2016-07-13
5,2,2016-07-13
3,4,2016-07-13
1,6,2016-07-13
4,7,2016-07-13
3,8,2016-07-13
3,8,2016-07-13
8,7,2016-07-13
7,5,2016-07-13
7,4,2016-07-13
1,2,2016-07-13
4,6,2016-07-13
6,3,2016-07-13
7,4,2016-07-13
5,7,2016-07-13
6,4,2016-07-13
6,2,2016-07-13
3,8,2016-07-13
1,7,2016-07-13
6,3,2016-07-13
5,7,2016-07-13
1,6,2016-07-13
1,4,2016-07-13
1,8,2016-07-13
8,5,2016-07-13
1,2,2016-07-13
4,6,2016-07-13
6,5,2016-07-13
8,6,2016-07-13
4,7,2016-07-13
7,4,2016-07-13
3,8,2016-07-13
1,4,2016-07-13
8,3,2016-07-13
3,6,2016-07-13
5,8,2016-07-13
6,8,2016-07-13
5,8,2016-07-13
3,1,2016-07-13
1,6,2016-07-13
8,7,2016-07-13
6,8,2016-07-13
4,7,2016-07-13
4,2,2016-07-13
3,8,2016-07-13
6,4,2016-07-13
5,2,2016-07-13
6,1,2016-07-13
7,6,2016-07-13
6,8,2016-07-13
5,6,2016-07-13
2,3,2016-07-13
4,8,2016-07-13
3,5,2016-07-13
3,1,2016-07-13
4,2,2016-07-13
5,8,2016-07-14
3,2,2016-07-14
6,3,2016-07-14
4,8,2016-07-14
1,3,2016-07-14
7,2,2016-07-14
4,8,2016-07-14
5,1,2016-07-14
5,4,2016-07-14
7,1,2016-07-14
4,1,2016-07-14
3,2,2016-07-14
1,4,2016-07-14
8,6,2016-07-14
6,7,2016-07-14
1,8,2016-07-14
2,3,2016-07-14
8,1,2016-07-14
1,3,2016-07-14
5,7,2016-07-14
3,1,2016-07-14
4,5,2016-07-14
6,5,2016-07-14
1,5,2016-07-14
7,6,2016-07-14
3,2,2016-07-14
3,2,2016-07-14
5,1,2016-07-14
8,1,2016-07-14
1,2,2016-07-14
2,7,2016-07-14
8,6,2016-07-14
3,4,2016-07-14
3,6,2016-07-14
1,7,2016-07-14
3,2,2016-07-14
7,8,2016-07-14
4,5,2016-07-14
6,3,2016-07-14
2,8,2016-07-14
8,6,2016-07-14
5,7,2016-07-14
7,5,2016-07-14
4,5,2016-07-14
4,7,2016-07-14
5,6,2016-07-14
8,6,2016-07-14
1,3,2016-07-14
7,4,2016-07-14
1,7,2016-07-14
8,1,2016-07-14
3,5,2016-07-14
5,8,2016-07-14
3,8,2016-07-14
7,8,2016-07-14
5,7,2016-07-14
5,3,2016-07-14
6,1,2016-07-14
3,8,2016-07-14
5,2,2016-07-14
1,8,2016-07-14
3,4,2016-07-14
1,2,2016-07-14
3,5,2016-07-14
8,3,2016-07-14
1,7,2016-07-14
6,1,2016-07-14
7,1,2016-07-14
4,1,2016-07-14
5,4,2016-07-14
1,2,2016-07-14
3,4,2016-07-14
6,7,2016-07-14
3,4,2016-07-14
3,5,2016-07-14
5,7,2016-07-15
3,6,2016-07-15
7,5,2016-07-15
8,2,2016-07-15
1,2,2016-07-15
8,2,2016-07-15
5,6,2016-07-15
1,6,2016-07-15
6,2,2016-07-15
6,3,2016-07-15
6,4,2016-07-15
3,6,2016-07-15
2,5,2016-07-15
6,7,2016-07-15
7,6,2016-07-15
7,6,2016-07-15
8,6,2016-07-15
2,8,2016-07-15
5,8,2016-07-15
3,2,2016-07-15
2,6,2016-07-15
1,8,2016-07-15
4,8,2016-07-15
2,5,2016-07-15
4,1,2016-07-15
1,5,2016-07-15
7,4,2016-07-15
7,2,2016-07-15
4,2,2016-07-15
8,3,2016-07-15
4,2,2016-07-15
2,1,2016-07-15
6,7,2016-07-15
5,8,2016-07-15
1,8,2016-07-15
1,3,2016-07-15
2,8,2016-07-15
6,3,2016-07-15
5,6,2016-07-15
8,5,2016-07-15
7,6,2016-07-15
5,6,2016-07-15
7,1,2016-07-15
5,6,2016-07-15
1,8,2016-07-15
4,7,2016-07-15
3,7,2016-07-15
5,3,2016-07-15
8,7,2016-07-15
2,5,2016-07-15
1,8,2016-07-15
5,3,2016-07-15
8,5,2016-07-15
2,1,2016-07-15
5,2,2016-07-15
8,3,2016-07-15
6,8,2016-07-15
2,3,2016-07-15
5,6,2016-07-15
1,7,2016-07-15
1,7,2016-07-15
1,8,2016-07-15
4,7,2016-07-15
6,5,2016-07-15
2,3,2016-07-15
2,8,2016-07-15
6,1,2016-07-15
3,6,2016-07-15
7,6,2016-07-15
8,3,2016-07-15
6,2,2016-07-15
5,2,2016-07-15
1,3,2016-07-15
3,6,2016-07-15
7,4,2016-07-16
6,5,2016-07-16
3,8,2016-07-16
6,2,2016-07-16
8,4,2016-07-16
8,5,2016-07-16
3,2,2016-07-16
1,6,2016-07-16
1,7,2016-07-16
6,1,2016-07-16
6,8,2016-07-16
3,1,2016-07-16
1,2,2016-07-16
3,5,2016-07-16
2,8,2016-07-16
1,4,2016-07-16
6,2,2016-07-16
1,8,2016-07-16
6,2,2016-07-16
4,5,2016-07-16
7,3,2016-07-16
2,6,2016-07-16
2,1,2016-07-16
3,2,2016-07-16
6,7,2016-07-16
5,3,2016-07-16
3,6,2016-07-16
2,5,2016-07-16
1,6,2016-07-16
2,8,2016-07-16
4,2,2016-07-16
5,8,2016-07-16
6,8,2016-07-16
3,4,2016-07-16
8,1,2016-07-16
2,6,2016-07-16
3,5,2016-07-16
2,3,2016-07-16
4,7,2016-07-16
5,6,2016-07-16
8,5,2016-07-16
2,1,2016-07-16
6,3,2016-07-16
1,5,2016-07-16
7,2,2016-07-16
4,2,2016-07-16
7,1,2016-07-16
5,3,2016-07-16
7,6,2016-07-16
1,5,2016-07-16
4,3,2016-07-16
3,5,2016-07-16
1,4,2016-07-16
6,8,2016-07-16
1,5,2016-07-16
5,4,2016-07-16
6,2,2016-07-16
4,1,2016-07-16
6,5,2016-07-16
6,2,2016-07-16
6,4,2016-07-16
5,2,2016-07-16
2,6,2016-07-16
3,4,2016-07-16
7,4,2016-07-16
7,8,2016-07-16
4,5,2016-07-16
5,7,2016-07-16
4,1,2016-07-16
7,1,2016-07-16
7,6,2016-07-16
2,7,2016-07-16
7,4,2016-07-16
1,3,2016-07-16
3,2,2016-07-16
2,6,2016-07-16
1,7,2016-07-16
4,5,2016-07-16
1,8,2016-07-16
1,5,2016-07-16
4,3,2016-07-16
7,2,2016-07-16
6,4,2016-07-16
5,4,2016-07-16
4,3,2016-07-16
1,3,2016-07-17
6,1,2016-07-17
1,2,2016-07-17
6,4,2016-07-17
2,5,2016-07-17
8,5,2016-07-17
1,4,2016-07-17
1,5,2016-07-17
5,2,2016-07-17
5,7,2016-07-17
7,1,2016-07-17
3,2,2016-07-17
3,2,2016-07-17
8,3,2016-07-17
2,1,2016-07-17
7,1,2016-07-17
7,3,2016-07-17
7,8,2016-07-17
1,2,2016-07-17
5,7,2016-07-17
2,7,2016-07-17
3,5,2016-07-17
1,5,2016-07-17
3,6,2016-07-17
2,4,2016-07-17
3,6,2016-07-17
6,8,2016-07-17
1,2,2016-07-17
2,4,2016-07-17
5,7,2016-07-17
6,2,2016-07-17
8,6,2016-07-17
8,4,2016-07-17
8,5,2016-07-17
4,5,2016-07-17
6,7,2016-07-17
7,8,2016-07-17
1,6,2016-07-17
3,1,2016-07-17
6,3,2016-07-17
4,1,2016-07-17
5,3,2016-07-17
8,1,2016-07-17
4,2,2016-07-17
5,3,2016-07-17
7,5,2016-07-17
6,7,2016-07-17
5,6,2016-07-17
7,8,2016-07-17
1,5,2016-07-17
8,2,2016-07-17
4,1,2016-07-17
5,4,2016-07-17
7,5,2016-07-17
8,1,2016-07-17
4,6,2016-07-17
2,6,2016-07-17
6,2,2016-07-17
3,6,2016-07-17
4,6,2016-07-17
1,7,2016-07-17
8,5,2016-07-17
1,5,2016-07-17
2,1,2016-07-17
4,7,2016-07-17
6,8,2016-07-17
3,2,2016-07-17
2,6,2016-07-17
6,8,2016-07-17
1,8,2016-07-17
7,2,2016-07-17
8,1,2016-07-17
5,8,2016-07-17
6,3,2016-07-17
2,3,2016-07-17
6,3,2016-07-17
4,2,2016-07-17
1,8,2016-07-17
6,5,2016-07-17
7,3,2016-07-17
6,1,2016-07-17
4,3,2016-07-17
8,1,2016-07-18
4,7,2016-07-18
2,5,2016-07-18
6,3,2016-07-18
1,8,2016-07-18
2,4,2016-07-18
1,3,2016-07-18
7,4,2016-07-18
7,4,2016-07-18
5,1,2016-07-18
2,8,2016-07-18
8,3,2016-07-18
5,1,2016-07-18
6,2,2016-07-18
3,8,2016-07-18
7,3,2016-07-18
1,2,2016-07-18
8,5,2016-07-18
8,5,2016-07-18
7,3,2016-07-18
3,7,2016-07-18
1,2,2016-07-18
4,6,2016-07-18
4,2,2016-07-18
4,1,2016-07-18
6,4,2016-07-18
3,6,2016-07-18
7,4,2016-07-18
4,2,2016-07-18
2,4,2016-07-18
3,2,2016-07-18
2,8,2016-07-18
4,1,2016-07-18
1,7,2016-07-18
8,7,2016-07-18
8,6,2016-07-18
2,8,2016-07-18
5,8,2016-07-18
1,5,2016-07-18
1,6,2016-07-18
1,6,2016-07-18
8,4,2016-07-18
6,2,2016-07-18
8,4,2016-07-18
5,6,2016-07-18
2,3,2016-07-18
2,4,2016-07-18
8,2,2016-07-18
1,6,2016-07-18
1,3,2016-07-18
1,3,2016-07-18
4,2,2016-07-18
6,7,2016-07-18
2,1,2016-07-18
4,8,2016-07-18
6,2,2016-07-18
2,3,2016-07-18
1,5,2016-07-18
4,1,2016-07-18
6,5,2016-07-18
6,3,2016-07-18
3,4,2016-07-18
5,7,2016-07-18
4,8,2016-07-18
5,2,2016-07-18
7,8,2016-07-19
5,6,2016-07-19
3,2,2016-07-19
4,3,2016-07-19
4,5,2016-07-19
5,2,2016-07-19
1,6,2016-07-19
2,8,2016-07-19
4,2,2016-07-19
4,8,2016-07-19
8,6,2016-07-19
8,5,2016-07-19
2,8,2016-07-19
3,6,2016-07-19
2,5,2016-07-19
2,4,2016-07-19
4,3,2016-07-19
1,5,2016-07-19
5,8,2016-07-19
6,8,2016-07-19
7,4,2016-07-19
1,8,2016-07-19
6,1,2016-07-19
2,8,2016-07-19
5,8,2016-07-19
6,5,2016-07-19
3,7,2016-07-19
2,7,2016-07-19
7,4,2016-07-19
5,8,2016-07-19
2,4,2016-07-19
3,7,2016-07-19
2,1,2016-07-19
8,2,2016-07-19
6,5,2016-07-19
2,3,2016-07-19
8,1,2016-07-19
3,7,2016-07-19
3,7,2016-07-19
5,4,2016-07-19
8,2,2016-07-19
1,3,2016-07-19
3,8,2016-07-19
5,7,2016-07-19
4,2,2016-07-19
4,8,2016-07-19
4,8,2016-07-19
7,4,2016-07-19
2,7,2016-07-19
7,2,2016-07-19
7,2,2016-07-20
1,5,2016-07-20
8,2,2016-07-20
2,8,2016-07-20
6,8,2016-07-20
6,8,2016-07-20
3,7,2016-07-20
1,4,2016-07-20
2,6,2016-07-20
7,5,2016-07-20
2,8,2016-07-20
4,2,2016-07-20
5,7,2016-07-20
1,7,2016-07-20
8,1,2016-07-20
3,8,2016-07-20
1,2,2016-07-20
5,2,2016-07-20
7,2,2016-07-20
3,1,2016-07-20
7,1,2016-07-20
2,1,2016-07-20
7,4,2016-07-20
1,2,2016-07-20
4,7,2016-07-20
5,3,2016-07-20
5,6,2016-07-20
8,7,2016-07-20
1,6,2016-07-20
3,4,2016-07-20
3,7,2016-07-20
5,1,2016-07-20
4,3,2016-07-20
5,4,2016-07-20
6,3,2016-07-20
4,1,2016-07-20
6,5,2016-07-20
8,1,2016-07-20
1,8,2016-07-20
5,3,2016-07-20
6,7,2016-07-20
1,2,2016-07-20
2,4,2016-07-20
5,1,2016-07-20
5,2,2016-07-20
2,1,2016-07-20
5,7,2016-07-20
5,2,2016-07-20
3,5,2016-07-20
8,6,2016-07-20
3,1,2016-07-20
5,2,2016-07-20
5,2,2016-07-20
5,4,2016-07-20
7,8,2016-07-20
7,5,2016-07-20
4,2,2016-07-20
8,7,2016-07-20
2,6,2016-07-20
4,6,2016-07-21
2,4,2016-07-21
5,6,2016-07-21
1,5,2016-07-21
2,7,2016-07-21
3,7,2016-07-21
8,1,2016-07-21
2,7,2016-07-21
5,8,2016-07-21
6,4,2016-07-21
1,2,2016-07-21
4,8,2016-07-21
8,6,2016-07-21
8,7,2016-07-21
8,3,2016-07-21
1,3,2016-07-21
4,8,2016-07-21
7,1,2016-07-21
1,4,2016-07-21
7,8,2016-07-21
1,8,2016-07-21
7,5,2016-07-21
5,8,2016-07-21
